Nombre,Descripcion_del_producto,Precio,Imagen
Mini tortillas de trigo Hacendado,2 paquetes x 150 g,"1,65 €",https://prod-mercadona.imgix.net/images/c33895ed659e83edad12a35eee12ef00.jpg?fit=crop&h=300&w=300
Pan de molde cereales sin gluten Hacendado,Paquete 14 rebanadas (470 g),"2,74 €",https://prod-mercadona.imgix.net/images/ae8933e598cb5aee2f0b1db69a36022a.jpg?fit=crop&h=300&w=300
Piadinas pan estilo italiano Hacendado,Paquete 4 ud. (320 g),"1,99 €",https://prod-mercadona.imgix.net/images/f1306bdb6ec098d1b05b7d02039e19de.jpg?fit=crop&h=300&w=300
Tortillas de maiz Hacendado,Paquete 8 ud. (208 g),"1,84 €",https://prod-mercadona.imgix.net/images/739b95e71ae0c947caf01bb66e862d75.jpg?fit=crop&h=300&w=300
Harina de garbanzo Hacendado,Paquete 500 g,"2,00 €",https://prod-mercadona.imgix.net/images/e4e7f62f2bbb4c5e2b93d0ab61695f84.jpg?fit=crop&h=300&w=300
Masa filo,Paquete 250 g,"2,00 €",https://prod-mercadona.imgix.net/images/368f56db42723921152f308e2c2bdf30.jpg?fit=crop&h=300&w=300
Preparado para pizzas Hacendado,Paquete 1 kg,"1,45 €",https://prod-mercadona.imgix.net/images/2957b087240ec84fa053668b79413731.jpg?fit=crop&h=300&w=300
Preparado en polvo cuajada azucarada Royal sabor lacteo,Caja 4 sobres (48 g),"1,45 €",https://prod-mercadona.imgix.net/images/adf260b4cff635be0b2fa21ab5bb604f.jpg?fit=crop&h=300&w=300
Preparado en polvo para crepes Hacendado,Bote 200 g,"2,00 €",https://prod-mercadona.imgix.net/images/8378fa17c4433262d3d7b105ca561c17.jpg?fit=crop&h=300&w=300
Barra pan de pueblo,1 ud. (800 g),"1,58 €",https://prod-mercadona.imgix.net/images/bea41a8d6e71b06f341ab617c65c87ee.jpg?fit=crop&h=300&w=300
Barra de pan campesina masa madre,1 ud. (250 g),"0,65 €",https://prod-mercadona.imgix.net/images/f9915fd0e276f93caa4eb284fbbcbc34.jpg?fit=crop&h=300&w=300
Pan de molde sin gluten blanco Hacendado,Paquete 14 rebanadas (500 g),"2,74 €",https://prod-mercadona.imgix.net/images/b1dc3f2b04e6e0c4db6d0e1a89719b9d.jpg?fit=crop&h=300&w=300
Pan de molde blanco rebanada gruesa Hacendado,Paquete 16 rebanadas (820 g),"1,70 €",https://prod-mercadona.imgix.net/images/7b996b05f032204332216f5e6a72b129.jpg?fit=crop&h=300&w=300
Pan Mini bocados Hacendado,Paquete 8 ud. (165 g),"1,20 €",https://prod-mercadona.imgix.net/images/45f37ee9fbccebfd1cde069320cc9b3b.jpg?fit=crop&h=300&w=300
Preparado en polvo natillas Hacendado,Caja 89 g,"1,40 €",https://prod-mercadona.imgix.net/images/5b92b803a7932c1cd2ece3e80d11a853.jpg?fit=crop&h=300&w=300
Preparado en polvo gelatina arandano Hacendado 0% azucar,Caja 1 sobre (31 g),"2,00 €",https://prod-mercadona.imgix.net/images/b60ede992429f429df5419aa664eba12.jpg?fit=crop&h=300&w=300
Sémola de trigo Hacendado,Paquete 500 g,"1,60 €",https://prod-mercadona.imgix.net/images/3280796f6d931b64ee082213adb0b7a9.jpg?fit=crop&h=300&w=300
Preparado en polvo flan Hacendado,Caja 190 g,"1,40 €",https://prod-mercadona.imgix.net/images/5e79ea62e9617114a5871d9e62e087aa.jpg?fit=crop&h=300&w=300
Preparado para reposteria y panificacion Hacendado,Paquete 1 kg,"2,55 €",https://prod-mercadona.imgix.net/images/da236aaa8e3f4a760d95f063ec5a1638.jpg?fit=crop&h=300&w=300
11 Panecillos,11 ud. x 45 g,"1,14 €",https://prod-mercadona.imgix.net/images/ca53c73b6afd0d72635caaec9e3e3420.jpg?fit=crop&h=300&w=300
6 Panecillos integrales 100%,6 ud. x 45 g,"0,99 €",https://prod-mercadona.imgix.net/images/91fc0105ad7153dc92202f44fec4e6be.jpg?fit=crop&h=300&w=300
3 Barras de pan,3 ud. (750 g),"1,19 €",https://prod-mercadona.imgix.net/images/2675cd74d507563a5c382a25ca38ea03.jpg?fit=crop&h=300&w=300
Pan Viena,1 ud. (80 g),"0,38 €",https://prod-mercadona.imgix.net/images/e63366f8b3a4a6078f39fea312839012.jpg?fit=crop&h=300&w=300
2 Panes integrales 100% fino,"2 ud. x 82,5 g","1,42 €",https://prod-mercadona.imgix.net/images/1230a0d3730c4aac9697e725988e84c9.jpg?fit=crop&h=300&w=300
4 Panes chapata de cristal,4 ud. x 71 g,"1,32 €",https://prod-mercadona.imgix.net/images/dabf7ce1f5a77ead5fbc4e6e6fbd7167.jpg?fit=crop&h=300&w=300
Barra pan de pueblo rebanada,1 ud. (800 g),"1,58 €",https://prod-mercadona.imgix.net/images/c426c1489680fa7ea1146665cfc1cc2a.jpg?fit=crop&h=300&w=300
Preparado en polvo flan Royal,Caja 186 g,"1,80 €",https://prod-mercadona.imgix.net/images/3607b9c7ca8638b2066e6cb3c77475eb.jpg?fit=crop&h=300&w=300
Gotas de chocolate negro para fundir Hacendado,Paquete 250 g,"2,75 €",https://prod-mercadona.imgix.net/images/dec6b8dbe279d6da1fc12641104d2d9c.jpg?fit=crop&h=300&w=300
Chocolate negro fundir Hacendado,Tableta 200 g,"2,40 €",https://prod-mercadona.imgix.net/images/2bbcae5e9a724aaa20ebfe3f56c3f9c6.jpg?fit=crop&h=300&w=300
Chocolate blanco fundir Hacendado,Tableta 200 g,"2,25 €",https://prod-mercadona.imgix.net/images/d44677353db7798a3331ef65e09ced5e.jpg?fit=crop&h=300&w=300
Chocolate con leche fundir Hacendado,Tableta 200 g,"2,40 €",https://prod-mercadona.imgix.net/images/fe6762be2b524bd5bcd015202b222dc4.jpg?fit=crop&h=300&w=300
Chocolate negro 70% cacao fundir Hacendado 0% azucares añadidos,Tableta 200 g,"3,40 €",https://prod-mercadona.imgix.net/images/d048cb65e9ae4c19d14d81a31fecc1dd.jpg?fit=crop&h=300&w=300
4 Panes de cristal redondos cortados 100 % natural,4 ud. x 60 g,"1,84 €",https://prod-mercadona.imgix.net/images/cc93709a5e1b83443f90f51845f6f30e.jpg?fit=crop&h=300&w=300
Pan campeon del mundo rebanado,1 ud. (750 g),"1,99 €",https://prod-mercadona.imgix.net/images/91121503647f92da9fa6d7d56357c99c.jpg?fit=crop&h=300&w=300
Pan integral de trigo 100% rebanado,1 ud. (350 g),"1,61 €",https://prod-mercadona.imgix.net/images/db9a51935cf3665bfdfb767d6d96601c.jpg?fit=crop&h=300&w=300
Barra de pan,1 ud. (250 g),"0,50 €",https://prod-mercadona.imgix.net/images/86a9fa950e3879e0daf0ca36180aee83.jpg?fit=crop&h=300&w=300
Hogaza de centeno 50% rebanado,1 ud. (500 g),"1,70 €",https://prod-mercadona.imgix.net/images/2c82ab40cdbb12f72fb5c116d1887d0e.jpg?fit=crop&h=300&w=300
5 Barras de pan 51% integral,5 ud. x 125 g,"1,36 €",https://prod-mercadona.imgix.net/images/3c54fa2c63572efdb7ca3059458fada9.jpg?fit=crop&h=300&w=300
Pan mini semillas,1 ud. (90 g),"0,33 €",https://prod-mercadona.imgix.net/images/2a83560771de82f2644054222802f106.jpg?fit=crop&h=300&w=300
6 Panes pulguitas sin aditivos,6 ud. x 40 g,"1,04 €",https://prod-mercadona.imgix.net/images/3cb80836bc33e899bc88c403a7dbdf05.jpg?fit=crop&h=300&w=300
6 Panes de centeno 51%,6 ud. x 78 g,"1,47 €",https://prod-mercadona.imgix.net/images/951a3919c430a3945602d4f82ba89f23.jpg?fit=crop&h=300&w=300
6 Panes de leche 3%,6 ud. x 80 g,"1,51 €",https://prod-mercadona.imgix.net/images/0ab4d3bebe2987d4c536456e2b2397b1.jpg?fit=crop&h=300&w=300
Pan moño rebanado,1 ud. (500 g),"1,45 €",https://prod-mercadona.imgix.net/images/efde699df9d548c2e8a9887daf63cd7a.jpg?fit=crop&h=300&w=300
3 Bocadillos,3 ud. x 130 g,"1,04 €",https://prod-mercadona.imgix.net/images/079d2d1fac75b66dea891397f9744121.jpg?fit=crop&h=300&w=300
3 Panes molletes,3 ud. x 105 g,"1,19 €",https://prod-mercadona.imgix.net/images/5a648f8a69f2dd2d87d7049b8e604499.jpg?fit=crop&h=300&w=300
Baguette,1 ud. (250 g),"0,57 €",https://prod-mercadona.imgix.net/images/da9142870ffe1a47746b2c3f02c71716.jpg?fit=crop&h=300&w=300
Barra de pan espiga,1 ud. (400 g),"1,04 €",https://prod-mercadona.imgix.net/images/fb140c6c8aa6d25567c5947d86a13a26.jpg?fit=crop&h=300&w=300
Panecillo de trigo integral 30%,1 ud. (70 g),"0,33 €",https://prod-mercadona.imgix.net/images/77b0a5b3d76ae942055a99cefa8d6c36.jpg?fit=crop&h=300&w=300
Barra de pan rustica,1 ud. (250 g),"0,72 €",https://prod-mercadona.imgix.net/images/f7e8b4eb946ff9f57c33f09762a9f047.jpg?fit=crop&h=300&w=300
Panecillo de queso 18%,1 ud. (85 g),"0,47 €",https://prod-mercadona.imgix.net/images/bcb8a5cfcad3ae65cbb352ddf3ecb3f4.jpg?fit=crop&h=300&w=300
Baguette sin gluten,Paquete 175 g,"2,03 €",https://prod-mercadona.imgix.net/images/c016e796dbf8a761318f4793d2986b48.jpg?fit=crop&h=300&w=300
Panecillo harina integral 50% de trigo sin sal añadida,1 ud. (80 g),"0,33 €",https://prod-mercadona.imgix.net/images/761e1310d9efe5ec24a4d022990904bb.jpg?fit=crop&h=300&w=300
Pan campeon del mundo,1 ud. (750 g),"1,99 €",https://prod-mercadona.imgix.net/images/8defc27a8756cc97b46e42337d79e6a4.jpg?fit=crop&h=300&w=300
Pan integral trigo 100%,1 ud. (350 g),"1,61 €",https://prod-mercadona.imgix.net/images/cd2c0019e8c2d51d7ef97d55cae6afa4.jpg?fit=crop&h=300&w=300
Barra de pan campesina masa madre rebanada,1 ud. (250 g),"0,65 €",https://prod-mercadona.imgix.net/images/b00be480049e6df6699dfcc258e77d84.jpg?fit=crop&h=300&w=300
Barra de pan chapata,1 ud. (400 g),"1,31 €",https://prod-mercadona.imgix.net/images/436b010dcbc6108690d724afe2d95b97.jpg?fit=crop&h=300&w=300
Hogaza de centeno 50%,1 ud. (500 g),"1,70 €",https://prod-mercadona.imgix.net/images/88a3161d919a5e1282cc5b82fd00ca26.jpg?fit=crop&h=300&w=300
Pan moño,1 ud. (500 g),"1,45 €",https://prod-mercadona.imgix.net/images/144bdf77d235c7a4ca6d525717c6214e.jpg?fit=crop&h=300&w=300
Panecillo sin sal añadida,1 ud. (85 g),"0,42 €",https://prod-mercadona.imgix.net/images/7fe85bfd4b3c74ef53e335e439b06b4e.jpg?fit=crop&h=300&w=300
Barra de pan espiga rebanado,1 ud. (400 g),"1,04 €",https://prod-mercadona.imgix.net/images/b79a0bc39f0b3aeb894799ea40216295.jpg?fit=crop&h=300&w=300
3 Barras de pan rebanadas,3 ud. (750 g),"1,19 €",https://prod-mercadona.imgix.net/images/56d1314642bdc0901cfaa35526b58af8.jpg?fit=crop&h=300&w=300
Barra de pan rebanada,1 ud. (250 g),"0,50 €",https://prod-mercadona.imgix.net/images/5239b02817b66a43202bf44b09c77a4a.jpg?fit=crop&h=300&w=300
Barra de pan rustica rebanada,1 ud. (250 g),"0,72 €",https://prod-mercadona.imgix.net/images/e892d887f86cd335b084fc60d887da02.jpg?fit=crop&h=300&w=300
Palitos de pan con pipas Anitin,2 paquetes x 83 g,"1,32 €",https://prod-mercadona.imgix.net/images/48758998252cd09150326823332c4aa7.jpg?fit=crop&h=300&w=300
Regaña Hacendado,Paquete 250 g,"1,04 €",https://prod-mercadona.imgix.net/images/8e72c208a9987840d91034512fe2d64b.jpg?fit=crop&h=300&w=300
Picos camperos de Jerez Hacendado,Paquete 250 g,"0,99 €",https://prod-mercadona.imgix.net/images/14cbe7e926f4bd03128e83ecbf68f406.jpg?fit=crop&h=300&w=300
Picos Hacendado,Paquete 250 g,"0,80 €",https://prod-mercadona.imgix.net/images/4fba1503f1b274ccc7be9f90f5c05bf4.jpg?fit=crop&h=300&w=300
Piquitos con salvado San Roque,Paquete 142 g,"0,90 €",https://prod-mercadona.imgix.net/images/e3b8dced93aa8bba139818095046b1dc.jpg?fit=crop&h=300&w=300
Picos 100% integrales Hacendado,Paquete 250 g,"0,80 €",https://prod-mercadona.imgix.net/images/0dd24a938f5454c6f59f941436425a26.jpg?fit=crop&h=300&w=300
Picos saladitos Hacendado,Paquete 250 g,"1,13 €",https://prod-mercadona.imgix.net/images/c4b028bd334f4ff5a51c67f4a736d9c3.jpg?fit=crop&h=300&w=300
Picatostes tostados Hacendado,Paquete 100 g,"0,66 €",https://prod-mercadona.imgix.net/images/661d69880016e9ebeb58a4f23465e397.jpg?fit=crop&h=300&w=300
Picos sin gluten Hacendado,Paquete 100 g,"1,42 €",https://prod-mercadona.imgix.net/images/e9ae60ccbc54da434f15d6fc359697ce.jpg?fit=crop&h=300&w=300
Picatostes fritos Hacendado,Paquete 100 g,"0,80 €",https://prod-mercadona.imgix.net/images/914aa9f7dc7c62ac7ca4a4126e45b5b3.jpg?fit=crop&h=300&w=300
Grissini palitos de pan con sésamo Hacendado,2 paquetes x 100 g,"1,42 €",https://prod-mercadona.imgix.net/images/5c22bf9d9a7c840d7483976458541c6c.jpg?fit=crop&h=300&w=300
Pan rallado Hacendado,Paquete 750 g,"0,85 €",https://prod-mercadona.imgix.net/images/abfe5fefda147836ef7eacdb09c28acf.jpg?fit=crop&h=300&w=300
Pan tostado classic Hacendado,Paquete 6 packs (550 g),"1,70 €",https://prod-mercadona.imgix.net/images/8b0cc78315d96d2300bac835e17ad8ad.jpg?fit=crop&h=300&w=300
Pan rallado con ajo y perejil Hacendado,Paquete 500 g,"1,00 €",https://prod-mercadona.imgix.net/images/e0da8a1df5694ed424743ea298fd2765.jpg?fit=crop&h=300&w=300
"Surtido de picos, colines y regañas con sésamo Hacendado",Paquete 350 g,"1,42 €",https://prod-mercadona.imgix.net/images/8221fd8b114abb0a179a6d33d8932e52.jpg?fit=crop&h=300&w=300
Palitos de pan con queso Anitin,2 paquetes x 71 g,"1,32 €",https://prod-mercadona.imgix.net/images/55a1500c334084172f9a51c384f6f4f7.jpg?fit=crop&h=300&w=300
Palitos con frutos secos Hacendado,2 paquetes x 65 g,"1,04 €",https://prod-mercadona.imgix.net/images/ac0fcc11b19b5fd0ed37c44f22dad6c2.jpg?fit=crop&h=300&w=300
Regaña artesana Hacendado,Paquete 200 g,"1,51 €",https://prod-mercadona.imgix.net/images/63d5d97397f715c78eb00294c0d76c29.jpg?fit=crop&h=300&w=300
Pan de fibra y sésamo Hacendado,Paquete 26 ud. (250 g),"1,13 €",https://prod-mercadona.imgix.net/images/ca8cbfb7e6d96fb9f08d92255f14ea07.jpg?fit=crop&h=300&w=300
Pan tostado 100% integral,Paquete 6 packs (550 g),"1,80 €",https://prod-mercadona.imgix.net/images/ffc715075ff4ee5324d53962c8f17a20.jpg?fit=crop&h=300&w=300
Pan tostado cereales y semillas Hacendado,Paquete 6 packs (550 g),"2,22 €",https://prod-mercadona.imgix.net/images/9943267cdb623b0b913f5838465537f9.jpg?fit=crop&h=300&w=300
Pan tostado 100% espelta integral Hacendado,Paquete 250 g,"1,47 €",https://prod-mercadona.imgix.net/images/1688889ad16fae9ac55f10817a7659ce.jpg?fit=crop&h=300&w=300
Crackers integrales de espelta Bachman,Caja 4 paquetes (240 g),"1,65 €",https://prod-mercadona.imgix.net/images/be797eef344ecedf41e453f7a8956571.jpg?fit=crop&h=300&w=300
Pan rallado casero Hacendado,Paquete 500 g,"1,00 €",https://prod-mercadona.imgix.net/images/fd91fdd116428e9b2bb5172452ee24b7.jpg?fit=crop&h=300&w=300
Panes especiales sabor pizza con queso Hacendado,Paquete 80 g,"0,85 €",https://prod-mercadona.imgix.net/images/7b45ccb598af14286ed6a98dd181833b.jpg?fit=crop&h=300&w=300
Picatostes fritos con ajo Hacendado,Paquete 100 g,"0,80 €",https://prod-mercadona.imgix.net/images/871e19f9720c4a8e447769d9da6573c6.jpg?fit=crop&h=300&w=300
Picos reventaos Hacendado,Paquete 250 g,"0,99 €",https://prod-mercadona.imgix.net/images/82286fa9fada11e8e7721656ca066ce6.jpg?fit=crop&h=300&w=300
Palitos de pan 100% trigo espelta integral Anitin,2 paquetes x 75 g,"1,32 €",https://prod-mercadona.imgix.net/images/a61f9bff30d673cbd0bfb25518258879.jpg?fit=crop&h=300&w=300
Grissini palitos de pan Hacendado,Caja 4 ud. (250 g),"1,65 €",https://prod-mercadona.imgix.net/images/e29924c98e17a9f0e389943426bc4451.jpg?fit=crop&h=300&w=300
Piquitos bajos en sal Hacendado,Paquete 250 g,"1,23 €",https://prod-mercadona.imgix.net/images/441dfa0025219209e124c8bd3314976d.jpg?fit=crop&h=300&w=300
Crackers con sal,Paquete 16 bolsitas (500 g),"1,84 €",https://prod-mercadona.imgix.net/images/e3fb42812aad0e4fc3fd87524c5b4333.jpg?fit=crop&h=300&w=300
Tarta de queso Hacendado congelada,10 raciones (880 g),"10,00 €",https://prod-mercadona.imgix.net/images/d3ce7684ef4eb5bee0b36e68a57f0d73.jpg?fit=crop&h=300&w=300
Crackers 30% integral,Paquete 14 bolsitas (500 g),"1,84 €",https://prod-mercadona.imgix.net/images/ff79e44f61e99bde7ba4d322f46d2a4b.jpg?fit=crop&h=300&w=300
Trenza hojaldre de mantequilla Hacendado congelada,Bandeja 430 g,"6,50 €",https://prod-mercadona.imgix.net/images/c7e429c5e340c5953cda7704dc9d2dd2.jpg?fit=crop&h=300&w=300
Galletas saladas salpicks Galbusera,Paquete 16 bolsitas (400 g),"1,90 €",https://prod-mercadona.imgix.net/images/0b290f38cd41af97c0c02d623a6ae539.jpg?fit=crop&h=300&w=300
Mousse de queso Hacendado congelado,6 raciones (520 g),"7,90 €",https://prod-mercadona.imgix.net/images/8265417628341e5a34dadf5d72fc87fa.jpg?fit=crop&h=300&w=300
Pan tostado pasas Hacendado,Paquete 120 g,"1,13 €",https://prod-mercadona.imgix.net/images/97a63bdf872641c8e2a22966cd99b851.jpg?fit=crop&h=300&w=300
Tarta tres chocolates Hacendado congelada,8 raciones (880 g),"9,20 €",https://prod-mercadona.imgix.net/images/ed65b3b242f3ea0ffb63bdc75878a1d7.jpg?fit=crop&h=300&w=300
Panecillo tostado classic Hacendado,Paquete 300 g,"1,13 €",https://prod-mercadona.imgix.net/images/f26045084b08d8792979df13779e97d3.jpg?fit=crop&h=300&w=300
Tarta Ferrer bombon crujiente Hacendado congelada,8 raciones (710 g),"9,50 €",https://prod-mercadona.imgix.net/images/2e97c93a9d321549736455c2033ea125.jpg?fit=crop&h=300&w=300
Pan tostado 100% integral bajo en sal y en azucares Hacendado,Paquete 6 packs (540 g),"2,17 €",https://prod-mercadona.imgix.net/images/b23bcee0aeaa562bdca15d7e97f8bfe1.jpg?fit=crop&h=300&w=300
Panecillos tostados cereales y semillas Hacendado,Paquete 250 g,"1,28 €",https://prod-mercadona.imgix.net/images/d1fdbb3de0ddaacc3f3f76526fd2bc4a.jpg?fit=crop&h=300&w=300
Tostadas sin gluten Hacendado,Caja 20 ud. (100 g),"1,45 €",https://prod-mercadona.imgix.net/images/65cb5d0e6a0635b90a515ba1c85324ba.jpg?fit=crop&h=300&w=300
Pan tostado con ajo y perejil Hacendado,Paquete 170 g,"1,28 €",https://prod-mercadona.imgix.net/images/d26501b06d4ae4933d8ca6c4dce51018.jpg?fit=crop&h=300&w=300
Mini biscotes de trigo Minigrill,Caja 60 ud. (120 g),"0,76 €",https://prod-mercadona.imgix.net/images/40660e2f39eab49c7ea6cd5da2ffcabf.jpg?fit=crop&h=300&w=300
Tarta de la abuela Hacendado congelada,10 raciones (825 g),"9,00 €",https://prod-mercadona.imgix.net/images/2bcaa45f6ffe0b2c6c4a1e8c1dc30de0.jpg?fit=crop&h=300&w=300
Tarta red velvet Hacendado congelada,10 raciones (700 g),"9,50 €",https://prod-mercadona.imgix.net/images/ea237d03af34736621e3320dc8b15e7a.jpg?fit=crop&h=300&w=300
Tarta Cookies & Cream Hacendado congelada,10 raciones (830 g),"10,80 €",https://prod-mercadona.imgix.net/images/c4f9f0e92cd76bbb10bb9761df1ca7b6.jpg?fit=crop&h=300&w=300
Tarta San Marcos Hacendado congelada,8 raciones (760 g),"9,00 €",https://prod-mercadona.imgix.net/images/bb4bc87dd5cde05303b1e222c2131fb0.jpg?fit=crop&h=300&w=300
Tarta selva negra Hacendado congelada,"30 raciones (1,9 kg)","14,90 €",https://prod-mercadona.imgix.net/images/3c3a0ceabc49c8022b255bb92751d3d5.jpg?fit=crop&h=300&w=300
Tarta San Marcos Hacendado congelada,"24 raciones (1,65 kg)","12,90 €",https://prod-mercadona.imgix.net/images/2c503fa3d2fb1a21bf062e8a9b9affae.jpg?fit=crop&h=300&w=300
Tarta carrot cake Hacendado congelada,10 raciones (880 g),"11,00 €",https://prod-mercadona.imgix.net/images/9bbd7b9434f81a70eb1514d235587d1f.jpg?fit=crop&h=300&w=300
Tarta infantil Paw Patrol Hacendado congelada,8 raciones (635 g),"8,50 €",https://prod-mercadona.imgix.net/images/37367d7a79c63686cbdb1cdad6b5e927.jpg?fit=crop&h=300&w=300
Tarta infantil balon de futbol Hacendado congelada,"20 raciones (1,4 kg)","13,80 €",https://prod-mercadona.imgix.net/images/2578a8b3ed9c40785dba6087d463d779.jpg?fit=crop&h=300&w=300
Tarta infantil Tesia and Friends Hacendado congelada,"20 raciones (1,4 kg)","13,80 €",https://prod-mercadona.imgix.net/images/f959357511174b86d32065978125d81e.jpg?fit=crop&h=300&w=300
Mini tostadas de trigo Minigrill extra finas,Caja 100 g,"1,32 €",https://prod-mercadona.imgix.net/images/810ed30517964c49fc51a8e728247be2.jpg?fit=crop&h=300&w=300
Crackers sin gluten Hacendado con romero,Paquete 6 bolsitas (200 g),"1,70 €",https://prod-mercadona.imgix.net/images/1d5f5c153bdb7d00e9647f338f4f3d6b.jpg?fit=crop&h=300&w=300
Pan tostado vitalitéWasa,Paquete 280 g,"2,46 €",https://prod-mercadona.imgix.net/images/01f80ec215d9662d4e97a7a8cfe1d10d.jpg?fit=crop&h=300&w=300
Panecillo tostado 100% integral de trigo Hacendado,Paquete 300 g,"1,13 €",https://prod-mercadona.imgix.net/images/f9b68761bf2dfe1c91dabcb96b64afe5.jpg?fit=crop&h=300&w=300
Pan rallado sin gluten Hacendado,Paquete 350 g,"2,00 €",https://prod-mercadona.imgix.net/images/deb6982c67ead259fb2a94c2c7492225.jpg?fit=crop&h=300&w=300
Preparado crujiente Hacendado,Paquete 400 g,"1,60 €",https://prod-mercadona.imgix.net/images/b5cb45757818023d59a9e7e39d90fd06.jpg?fit=crop&h=300&w=300
Coco rallado Hacendado,Paquete 125 g,"1,30 €",https://prod-mercadona.imgix.net/images/25c4bc7eecd7bb503f2339aac9059af4.jpg?fit=crop&h=300&w=300
Almendra molida Hacendado,Paquete 125 g,"2,15 €",https://prod-mercadona.imgix.net/images/47f1402ee8c2e0f12d913d029ffdd94d.jpg?fit=crop&h=300&w=300
Topping de chocolate avellana Hacendado,Bote 300 g,"2,50 €",https://prod-mercadona.imgix.net/images/56c8c047c86cba1164ccd7026e5b771c.jpg?fit=crop&h=300&w=300
Caramelo liquido Hacendado,Bote 300 g,"1,75 €",https://prod-mercadona.imgix.net/images/52880df57b58670b6e58e1cae226663d.jpg?fit=crop&h=300&w=300
Almendra palitos Hacendado,Paquete 100 g,"1,85 €",https://prod-mercadona.imgix.net/images/17d0193cde755d314bafdf251ed3a05a.jpg?fit=crop&h=300&w=300
Azucar vainillado Hacendado,Paquete 120 g,"1,00 €",https://prod-mercadona.imgix.net/images/1032354d7292140ba34d7d6b738d67a7.jpg?fit=crop&h=300&w=300
Vela de cumpleaños 1 Hacendado,Paquete 1 ud.,"0,75 €",https://prod-mercadona.imgix.net/images/8e6418d2f4e459aa77f64f0fcd3a3f18.jpg?fit=crop&h=300&w=300
Vela de cumpleaños 4 Hacendado,Paquete 1 ud.,"0,75 €",https://prod-mercadona.imgix.net/images/f6d4c688dfdd48ab58fc595c809481fd.jpg?fit=crop&h=300&w=300
Vela de cumpleaños 3 Hacendado,Paquete 1 ud.,"0,75 €",https://prod-mercadona.imgix.net/images/368cd013a6dc45cb0a8e17313d94c186.jpg?fit=crop&h=300&w=300
Vela de cumpleaños 5 Hacendado,Paquete 1 ud.,"0,75 €",https://prod-mercadona.imgix.net/images/d3c65ea0231dba8505f8b43f17f2854f.jpg?fit=crop&h=300&w=300
Vela de cumpleaños 2 Hacendado,Paquete 1 ud.,"0,75 €",https://prod-mercadona.imgix.net/images/5a21ad8817db920bb4d3ee9f3042a1b8.jpg?fit=crop&h=300&w=300
Vela de cumpleaños 0 Hacendado,Paquete 1 ud.,"0,75 €",https://prod-mercadona.imgix.net/images/d0f945abc0273eed39390bb9a6b5c254.jpg?fit=crop&h=300&w=300
Vela de cumpleaños 7 Hacendado,Paquete 1 ud.,"0,75 €",https://prod-mercadona.imgix.net/images/34879362d8edbe89390733a68c46fac4.jpg?fit=crop&h=300&w=300
Velas de cumpleaños Hacendado,Paquete 20 velas,"0,90 €",https://prod-mercadona.imgix.net/images/0745e690ab65495eb1d3041977653b36.jpg?fit=crop&h=300&w=300
Vela de cumpleaños 6 Hacendado,Paquete 1 ud.,"0,75 €",https://prod-mercadona.imgix.net/images/c41ef350314cedd8273196dba5e81d60.jpg?fit=crop&h=300&w=300
Vela de cumpleaños 8 Hacendado,Paquete 1 ud.,"0,75 €",https://prod-mercadona.imgix.net/images/a03e55b7cea6890425073c05e917cd30.jpg?fit=crop&h=300&w=300
Vela de cumpleaños 9 Hacendado,Paquete 1 ud.,"0,75 €",https://prod-mercadona.imgix.net/images/6960ea14b2a74043b12cd6388332c2b9.jpg?fit=crop&h=300&w=300
Fideos de chocolate Hacendado,Paquete 100 g,"1,75 €",https://prod-mercadona.imgix.net/images/69a3c35d3552664150aacd56ff56d05d.jpg?fit=crop&h=300&w=300
Cacahuete +Proteinas en polvo desgrasado Hacendado 14 g proteinas 70% reducido en grasa,Paquete 200 g,"2,75 €",https://prod-mercadona.imgix.net/images/cfc13f1dfe16be2a774a9ca380b7184d.jpg?fit=crop&h=300&w=300
Lentejas Listo para Comer,Bol 485 g,"4,00 €",https://prod-mercadona.imgix.net/images/d9da8f14a6cb8585e644c7bb7c84aa07.jpg?fit=crop&h=300&w=300
Salmon con verduras Listo para Comer,Bol 400 g,"5,75 €",https://prod-mercadona.imgix.net/images/f70cb0c6201bc3b161b6a459db7f4ae1.jpg?fit=crop&h=300&w=300
Ensaladilla rusa pequeña Listo para Comer,Bandeja 290 g aprox.,"3,50 €",https://prod-mercadona.imgix.net/images/4c7fdbea75eb11bc718063f3f39f1183.jpg?fit=crop&h=300&w=300
Poke salmon,Bol 400 g,"5,50 €",https://prod-mercadona.imgix.net/images/c0cd591955bba66ca4ed6eb64cd55189.jpg?fit=crop&h=300&w=300
Noodles Yakisoba con carne y verduras,Bol 300 g,"4,50 €",https://prod-mercadona.imgix.net/images/b67a5de1fef5f04a1598743d11f66a51.jpg?fit=crop&h=300&w=300
Pollo teriyaki,Bol 300 g,"5,00 €",https://prod-mercadona.imgix.net/images/f2c461ca72260e92cd55bda23e266256.jpg?fit=crop&h=300&w=300
Media tortilla de patata con calabacin Listo para Comer,650 g aprox.,"4,50 €",https://prod-mercadona.imgix.net/images/d5b8e50f08b81b70939e58f697476fdd.jpg?fit=crop&h=300&w=300
Poke pollo,Bol 400 g,"5,50 €",https://prod-mercadona.imgix.net/images/065a0790cf04335b7802e01a105a07da.jpg?fit=crop&h=300&w=300
